institution_code,institution_name,city,state,latitude,longitude,zip_code
1628,Hosp of the Univ of,Philadelphia,PA,38.309723,-104.59857,81001
1629,Halifax Med Ctr,Daytona Beach,FL,29.199912,-81.058877,32114
1630,Thomas Jefferson Univ,Philadelphia,PA,39.952756,-75.166853,19103
1631,Albert Einstein Med Ctr,Philadelphia,PA,39.952756,-75.166853,19103
1632,Lankenau Hospital,Wynnewood,PA,40.001248,-75.276226,19096
1633,Billings Clinic,Billings,MT,45.834644,-108.45959,59105
1634,Pine Rest Christian Mental Hlth Svcs,Grand Rapids,MI,42.967397,-85.644622,49503
1636,Mercy Catholic Med,Darby,PA,39.917756,-75.255593,19023
1637,Kaiser Permanente-Napa/Solano,Vallejo,CA,38.078243,-122.237305,94590
1638,Temple Univ/Fox Chase Cancer Ctr,Philadelphia,PA,39.952756,-75.166853,19103
1639,Pennsylvania Hospital,Philadelphia,PA,39.924877,-75.172935,19145
1642,Medical City Fort Worth,Fort Worth,TX,32.898854,-97.311213,76177
1646,Temple Univ Hosp,Philadelphia,PA,39.952756,-75.166853,19103
1648,Allegheny Gen Hosp,Pittsburgh,PA,40.37814,-80.064866,15243
1649,UPMC Mercy Hospital,Pittsburgh,PA,40.462407,-80.008539,15214
1652,UPMC Medical Education,Pittsburgh,PA,40.439375,-79.996754,15219
1653,St Christophers Hosp,Philadelphia,PA,39.952756,-75.166853,19103
1654,Jefferson Med Coll/duPont Childrens,Philadelphia,PA,39.952756,-75.166853,19103
1656,UPMC St Margaret,Pittsburgh,PA,40.50162,-79.931946,15215
1657,UPMC Presbyterian Shadyside,Pittsburgh,PA,40.450535,-79.941846,15232
1659,Western Pennsylvania Hosp,Pittsburgh,PA,40.44373,-79.87636,15221
1661,Reading Hospital Med Ctr,Reading,PA,40.329308,-75.90529,19602
1662,Oak Hill Hospital,Brooksville,FL,28.555638,-82.387865,34601
1663,Family Health Ctrs at NYU Langone,Brooklyn,NY,40.6526,-73.949700000000007,11226
1664,Guthrie/Robert Packer Hosp,Sayre,PA,41.98055,-76.51534,18840
1669,Washington Hospital,Washington,PA,46.59803,-120.482925,98901
1673,Williamsport Hosp,Williamsport,PA,40.26081,-87.295,47993
1676,Brown Med Sch/Memorial Hosp,Pawtucket,RI,41.877169,-71.384302,02860
1677,Rhode Island Hosp/Brown U,Providence,RI,41.823098,-71.41099,02903
1678,Roger Williams Med Ctr,Providence,RI,41.823098,-71.41099,02903
1680,Medical University of,Charleston,SC,32.976287,-80.066406,29406
1681,Palmetto Health Richland,Columbia,SC,34.088205,-81.160277,29212
1683,Greenville Health Sys/Univ of So Carolina,Greenville,SC,34.849611,-82.399498,29601
1685,Spartanburg Reg Healthcare,Spartanburg,SC,34.862085,-82.381377,29607
1689,U Tennessee COM-Chattanooga,Chattanooga,TN,35.045767,-85.308281,37402
1690,Marian Regional Med Ctr,Santa Maria,CA,34.953073,-120.435967,93454
1692,Forrest General Hospital,Hattiesburg,MS,31.09128,-89.213696,39401
1694,Baptist Mem Hosp,Memphis,TN,35.090369,-89.809649,38138
1697,Kendall Regional Med Ctr,Miami,FL,25.704334,-80.2895,33143
1699,UT St Thomas Hospitals,Nashville,TN,36.164518,-86.781073,37219
1700.0999755859375,North Shore-LIJ Health Sys,Great Neck,NY,40.787006,-73.73692,11021
1700.199951171875,Zucker SOM-Northwell NS/LIJ,Manhasset,NY,40.796783,-73.699414,11030
1701,Prov Milwaukie Hospital,Milwaukie,OR,45.430202,-122.63465,97222
1702,Vanderbilt Univ Med Ctr,Nashville,TN,36.164518,-86.781073,37219
1703,Driscoll Childrens Hosp,Corpus Christi,TX,27.779082,-97.416415,78405
1705,Christus Spohn Mem Hosp,Corpus Christi,TX,27.632185,-97.233446,78418
1706,Baylor Univ Med Ctr-Dallas,Dallas,TX,33.587994,-99.26028,76380
1707,Methodist Health System Dallas,Dallas,TX,32.778664,-96.857506,75212
1708,Clinica Sierra Vista,Bakersfield,CA,35.379014,-118.958518,93306
1710,Texas Tech U Affil-El Paso,El Paso,TX,31.801939,-106.542276,88063
1711,John Peter Smith Hosp,Fort Worth,TX,32.753521,-97.331527,76102
1713,Texas A&M-Bryan/College Station,Bryan,TX,30.610066,-96.343407,77843
1714,U Texas Med Branch-Galveston,Galveston,TX,29.305554,-94.793248,77550
1715,Samaritan Health ServicesÐCorvallis,Corvallis,OR,44.60932,-123.245679,97330
1716,Baylor Coll Med-Houston,Houston,TX,29.760496,-95.363433,77002
1717,William Beaumont Army Med Ctr,El Paso,TX,31.759959,-106.485407,79901
1719,Presbyterian Hosp-Dallas,Dallas,TX,32.93808,-96.822338,75254
1721,Kadlec Regional Med Ctr,Richland,WA,46.274817,-119.275233,99352
1722,U Texas HSC-San Antonio,San Antonio,TX,29.424534,-98.491484,78205
1725,Baylor-Scott & White,Temple,TX,31.097795,-97.341396,76501
1729,Intermountain Med Ctr,Murray,UT,40.659381,-111.888395,84107
1730,Utah HealthCare Institute,Salt Lake City,UT,40.73742,-111.93659,84104
1731,Community Health Care,Tacoma,WA,47.19899,-122.37052,98443
1732,U Utah Affil Hospitals,Salt Lake City,UT,40.725438,-111.882016,84115
1733,VCU-Fairfax Family Med Res,Fairfax,VA,38.846266,-77.306605,22030
1734,Univ of Vermont Medical Center,Burlington,VT,44.475884,-73.214003,05401
1735,McLennan County Fam Med,Waco,TX,31.521344,-97.168947,76710
1736,McKay-Dee Hospital Ctr,Ogden,UT,40.250828,-112.39931,84080
1737,University of Virginia,Charlottesville,VA,38.030395,-78.477477,22902
1739,Riverside Reg Med Ctr,Newport News,VA,37.057377,-76.498604,23606
1741,Henry Ford Allegiance Health,Jackson,MI,42.246577,-84.40712,49201
1742,VCU-Shenandoah Valley,Front Royal,VA,38.918103,-78.193545,22630
1743,Virginia Commonwealth U Hlth Sys,Richmond,VA,37.440273,-77.357574,23231
1744,AU-UGA Medical Partnership,Athens,GA,33.957715,-83.37524,30601
1748,Carilion Clinic-Virginia Tech Carilion SOM,Roanoke,VA,37.271828,-79.940557,24011
1752,Aventura Hospital,Aventura,FL,25.97052,-80.14466,33180
1755,Swedish Med Ctr,Seattle,WA,42.355542,-83.054434,48201
1756,Virginia Mason Med Ctr,Seattle,WA,47.603243,-122.330286,98104
1758,Providence Sacred Heart Med Ctr,Spokane,WA,47.659017,-117.42503,99201
1761,Grand Strand Reg Med Ctr,Myrtle Beach,SC,33.694516,-78.889321,29577
1767,Ocala Health System,Ocala,FL,29.187086,-82.13696,34470
1770,Wheeling Hospital,Wheeling,WV,40.06609,-80.717476,26003
1771,Orange Park Med Ctr,Orange Park,FL,30.165787,-81.706566,32073
1772,Brandon Regional Hospital,Brandon,FL,27.937802,-82.293905,33511
1774,Gundersen Lutheran Med Fdn,La Crosse,WI,43.794331,-91.249314,54601
1777,Florida Dept of Health Palm Beach Cnty,West Palm Beach,FL,26.696207,-80.054155,33401
1779,U Wisconsin Hospital and Clinics,Madison,WI,43.075245,-89.478386,53705
1780,Marshfield/St Josephs,Marshfield,WI,43.815197,-88.16621,53079
1784,Med Coll Wisconsin Affil Hosps,Milwaukee,WI,43.038772,-87.906548,53202
1785,Memorial Hermann Hosp,Sugar Land,TX,29.619787,-95.635198,77478
1787,Aurora Health Care/ASMC,Milwaukee,WI,44.042755,-88.98386,54923
1788,Wheaton Franciscan Healthcare-St Joseph,Milwaukee,WI,43.038772,-87.906548,53202
1789,Aurora St Lukes Medical Ctr-Wi,Milwaukee,WI,43.013588,-87.967779,53214
1792,North Florida Regional Med Ctr,Gainesville,FL,29.651949,-82.32501,32601
1793,U Texas at Austin Dell Medical School,Austin,TX,30.268072,-97.742806,78701
1796,Gwinnett Med Ctr,Lawrenceville,GA,33.964757,-84.015168,30046
1797,DeTar Healthcare System,Victoria,TX,28.799402,-97.006766,77901
1800,MedStar Washington Hosp,Washington,DC,38.942126,-77.013301,20011
1801,MedStar Georgetown Univ Hosp,Washington,DC,38.905178,-77.06281,20007
1802,George Washington Univ,Washington,DC,38.90253,-77.039386,20006
1803,Providence Hospital,Washington,DC,41.819931,-71.556588,02919
1804,St Elizabeths Hospital/DBH,Washington,DC,38.84328,-76.99969,20032
1805,Piedmont Athens Regional,Athens,GA,33.957715,-83.37524,30601
1808,Cincinnati Childrens Hosp MC,Cincinnati,OH,39.102438,-84.513301,45202
1811,Group Health Cooperative,Seattle,WA,47.603243,-122.330286,98104
1812,Metrowest-Framingham,Framingham,MA,42.298054,-71.449700000000007,01701
1813,UVM Health Network CVPH,Plattsburgh,NY,44.69775,-73.45221,12901
1814,WellStar Kennestone Reg Med Ctr,Marietta,GA,32.47948,-84.9758,31901
1820,Stanford Univ Progs,Stanford,CA,37.424669,-122.170275,94305
1821,U Miami MSOM/Holy Cross,Miami,FL,25.773357,-80.1919,33131
1822,New York-Presbyterian/Queens,Flushing,NY,40.757901,-73.784351,11358
1824,U Florida COM-Shands Hosp,Gainesville,FL,29.651949,-82.32501,32601
1825,U Texas Rio Grande Valley,Harlingen,TX,26.379936,-98.820472,78582
1826,Florida State University COM,Tallahassee,FL,30.438059,-84.280624,32399
1827,Providence Health,Portland,OR,45.515197,-122.678367,97204
1830,Integris Health,Oklahoma City,OK,35.46883,-97.517981,73102
1837,West Virginia University SOM,Morgantown,WV,38.846073,-77.87876,20115
1838,Hunterdon Medical Ctr,Flemington,NJ,40.5314,-74.84091,08822
1839,U Tennessee Grad SOM-Knoxville,Knoxville,TN,35.961762,-83.916251,37902
1842,Northwestern McGaw/Lurie Peds,Chicago,IL,41.881953,-87.632362,60602
1843,Childrens Hosp of Michigan,Detroit,MI,42.414671,-83.25304,48219
1844,U Tennessee COM-Memphis,Memphis,TN,35.149844,-90.049566,38105
1846,Weiss Memorial Hospital,Chicago,IL,41.881953,-87.632362,60602
1848,U Kentucky Med Ctr,Lexington,KY,38.245285,-85.74758,40202
1849,Drexel Univ COM/Hahnemann Univ Hosp,Philadelphia,PA,39.952756,-75.166853,19103
1850,Riverside University Health Sys,Moreno Valley,CA,33.97574,-117.33982,92507
1852,U South Alabama Hospitals,Mobile,AL,30.362856,-88.11474,36523
1853,North Colorado Med Ctr,Greeley,CO,40.422649,-104.707781,80631
1860,Zucker SOMÐNorthwell Zucker Hillside,Glen Oaks,NY,40.701204,-74.229567,07205
1861,Zucker SOMÐNorthwell Cohen Childrens,New Hyde Park,NY,40.732713,-73.684374,11040
1863,Childrens Hosp-Philadelphia,Philadelphia,PA,39.92658,-75.16735,19148
1864,Citrus Health Network,Hialeah,FL,25.857762,-80.278692,33013
1866.0999755859375,McLaren Reg Med Ctr,Flint,MI,43.012555,-83.687876,48502
1866.199951171875,McLaren Health Care Corp,Grand Blanc,MI,42.928198,-83.630861,48439
1867,Redmond Regional Med Ctr,Rome,GA,34.254659,-85.171673,30161
1869,St Louis Childrens Hosp,St Louis,MO,38.58808,-90.308754,63109
1870,HonorHealth-Scottsdale Thompson Peak,Scottsdale,AZ,33.496821,-111.92618,85251
1871,U Arkansas-Fayetteville Comm Progs,Fayetteville,AR,35.892574,-94.04173,72701
1873,Raritan Bay Med Ctr,Perth Amboy,NJ,40.519634,-74.274101,08861
1875,New York Downtown Hosp,New York,NY,40.72145,-73.9974,10012
1877,Riverside Community Hospital,Riverside,CA,33.982513,-117.374283,92501
1884,Sunrise Health GME Consortium,Henderson,NV,36.029913,-115.081002,89074
1891,Novant Health,Cornelius,NC,35.477284,-80.855248,28031
1892,Broward Health Med Ctr,Fort Lauderdale,FL,26.119142,-80.140425,33301
1893,Johns Hopkins/Sinai,Baltimore,MD,39.289643,-76.612299,21202
1895,Childrens Hospital-NEOMED,Akron,OH,41.080881,-81.517567,44308
1897,St Johns Riverside Hospital,Yonkers,NY,40.933559,-73.898141,10701
1898,Maricopa Med Ctr,Phoenix,AZ,33.44823,-112.075098,85003
1899,Blake Medical Center,Bradenton,FL,27.495436,-82.573461,34205
1900,U North Carolina Hospitals,Chapel Hill,NC,35.913146,-79.055784,27516
1902,Charleston Area Med Ctr/WV Univ,Charleston,WV,38.351704,-81.634029,25301
1903,Brookwood Baptist Health,Birmingham,AL,33.522217,-86.809079,35203
1904,St Elizabeth Health Ctr-Boardman,Boardman,OH,41.024434,-80.671441,44512
1905,U Maryland Prince Georges Hosp Ctr,Cheverly,MD,38.928056,-76.915939,20785
1907,Valley Childrens Healthcare,Madera,CA,36.961738,-120.064487,93637
1910,Botsford Hospital,Farmington Hills,MI,42.445162,-83.324125,48336
1911,Bayfront Med Ctr,St Petersburg,FL,27.772077,-82.638486,33701
1912,Sea Mar Community Health Ctrs,Seattle,WA,47.603243,-122.330286,98104
1914,Carolinas HealthCare Sys Blue Ridge,Morganton,NC,35.672704,-81.576544,28655
1915,Ascension St John Hosp,Detroit,MI,42.331397,-83.046217,48226
1917,John Muir Health,Walnut Creek,CA,37.89999,-122.061102,94596
1918,U Washington Affil Hosps,Seattle,WA,47.66137,-122.33619,98103
1920,Authority Health GME,Detroit,MI,42.331397,-83.046217,48226
1921,Kern Medical Center,Bakersfield,CA,35.379433,-118.98023,93305
1922,St Anthony Hospital North,Westminster,CO,39.836338,-105.037413,80030
1923,Magnolia Regional Health Ctr,Corinth,MS,34.934346,-88.520674,38834
1924,Henry Ford Macomb Hospital,Clinton Township,MI,44.82702,-84.006134,48619
1929,HonorHealth,Scottsdale,AZ,33.496821,-111.92618,85251
1930,Ascension Macomb-Oakland Hosp,Warren,MI,42.492536,-83.006578,48093
1932,Nazareth Hospital,Philadelphia,PA,40.010565,-75.531407,19355
1934,Somerset Medical Ctr,Somerville,NJ,40.568168,-74.61173,08876
1936,Kent Hospital,Warwick,RI,41.733491,-71.439274,02888
1937,Resurrection Med Ctr,Chicago,IL,41.881953,-87.632362,60602
1938,Zucker SOMÐNorthwell Plainview Hosp,Plainview,NY,40.77643,-73.46845,11803
1939,Childrens Hospital-Oakland,Oakland,CA,37.81086,-122.29174,94607
1940,Burke Rehabilitation Hosp,White Plains,NY,41.031401,-73.766228,10601
1942,Anne Arundel Med Ctr,Annapolis,MD,38.979484,-76.492109,21401
1943,Moses H Cone Mem Hosp,Greensboro,NC,36.072545,-79.791545,27401
1944,Mary Free Bed Hospital,Grand Rapids,MI,42.966386,-85.670181,49503
1945,Spectrum Health/Michigan State Univ,Grand Rapids,MI,42.966386,-85.670181,49503
1946,Oakwood Hospital,Dearborn,MI,42.288819,-83.204395,48101
1947,McLaren Oakland,Pontiac,MI,42.639077,-83.291321,48342
1950,Franciscan Health Olympia Fields,Olympia Fields,IL,41.51343,-87.676468,60461
1951,Lakeland Health,Saint Joseph,MI,39.767393,-94.853027,64501
1954,Memorial Health System,Marietta,OH,39.956104,-80.782845,43947
1956,UCLA Med Ctr,Los Angeles,CA,34.06874,-118.444948,90095
1957,University Hosps-Jackson,Jackson,MS,32.299689,-90.184056,39201
1958,NCH Healthcare System,Naples,FL,26.141905,-81.79484,34102
1959,Kaiser Permanente-SF,San Francisco,CA,37.764506,-122.423747,94110
1961,MidMichigan Med Center,Midland,MI,42.355542,-83.054434,48201
1962,U New Mexico SOM,Albuquerque,NM,34.972959,-106.308296,87059
1963,Long Island Jewish Med Ctr,New Hyde Park,NY,40.75232,-73.70214,11040
1964,Barberton Hosp/NEOMED,Barberton,OH,41.45785,-81.732864,44102
1966,Oshsner Clinic Foundation,New Orleans,LA,29.975962,-90.078202,70119
1968,Cleveland Clinic Fdn,Cleveland,OH,41.476454,-81.68927,44113
1970,Suburban Community Hospital,East Norriton,PA,40.150638,-75.336731,19403
1971,Memorial Health-Univ Med Ctr,Savannah,GA,32.080527,-81.092575,31401
1972,Coliseum Med Ctrs,Macon,GA,32.842734,-83.617569,31217
1974,Citrus Valley Health Partners,West Covina,CA,34.068859,-117.938237,91790
1977,Griffin Hospital,Derby,CT,41.31987,-73.090186,06418
1978.0999755859375,Beaumont Health System,Royal Oak,MI,42.487278,-83.144194,48067
1978.199951171875,Beaumont Health,Southfield,MI,42.482889,-83.27023,48033
1979,Tidelands Health,Myrtle Beach,SC,33.77027,-78.949242,29579
1981,Largo Medical Center,Largo,FL,27.915379,-82.796616,33770
1984,Firelands Regional Med Ctr,Sandusky,OH,41.454919,-82.710989,44870
1985,Medical College of Georgia,Augusta,GA,33.475142,-81.965412,30901
1987,KCU-GME Consortium,Kansas City,MO,39.074238,-94.5666,64109
1988,Childrens Mercy Hosp-UMKC,Kansas City,MO,39.061035,-94.7521,66106
1991,White River Health System,Batesville,AR,33.88392,-91.07151,71674
1992,Floyd Med Ctr,Rome,GA,34.254659,-85.171673,30161
1994,University Hosps-Columbia,Columbia,MO,38.95155,-92.328625,65201
1995,Mercy Health Grand Rapids,Grand Rapids,MI,42.966386,-85.670181,49503
1997,HealthONE,Denver,CO,39.741681,-104.986109,80203
1999,St Marys Health Ctr,St Louis,MO,38.627464,-90.19835,63101
2002,Abrazo Health Network,Phoenix,AZ,33.44823,-112.075098,85003
2003,Capital Health Regional Med Ctr,Trenton,NJ,40.220578,-74.759711,08608
2004,Institute for Family Health,New York,NY,40.712749,-74.005994,10007
2006,Natl Insts of Health,Bethesda,MD,39.02699,-77.137612,20817
2007,Good Samaritan Hosp Med Ctr,West Islip,NY,40.70804,-73.306365,11795
2009,Canton Med Ed Fdn/NEOMED,Canton,OH,40.798812,-81.376542,44702
2011,Wright State Univ Boonshoft SOM,Dayton,OH,39.758781,-84.19637,45402
2013,Presby Intercommunity Hosp,Whittier,CA,35.387418,-83.204387,28779
2014,Marquette Gen Hosp,Marquette,MI,46.528284,-87.394217,49855
2015,Mercy Med Ctr-North Iowa,Mason City,IA,43.15271,-93.202727,50401
2016,SIU Decatur,Decatur,IL,48.500434,-122.813602,98221
2017,U Nevada Reno SOM,Reno,NV,39.51394,-119.85382,89523
2018,Community Mem Health Sys,Ventura,CA,34.280823,-119.294674,93001
2021,Penrose Hospital,Colorado Springs,CO,38.783218,-104.853209,80906
2024,Samaritan Med Ctr,Watertown,NY,40.738186,-73.97414,10010
2026,Quincy Fam Prac Ctr,Quincy,IL,39.931917,-91.406771,62301
2028,U Nevada Las Vegas SOM,Las Vegas,NV,36.18496,-115.14708,89106
2029,Adventist Health Hanford,Hanford,CA,36.327791,-119.646928,93230
2031,LECOM Health,Erie,PA,42.129029,-80.084963,16501
2032,McLeod Reg Med Ctr,Florence,SC,34.197234,-79.76818,29501
2033,Self Regional Healthcare,Greenwood,SC,34.18823,-82.161734,29646
2034,Univ of Wyoming-Cheyenne,Cheyenne,WY,41.135453,-104.819883,82001
2037,Kaiser Permanente-Fontana,Fontana,CA,34.09196,-117.48886,92335
2042,Palm Beach Consortium for GME,West Palm Beach,FL,26.696207,-80.054155,33401
2043,Henry Ford Wyandotte Hospital,Wyandotte,MI,42.202114,-83.149789,48192
2044,Medical Ctr Beaver,Beaver Falls,PA,40.754964,-80.319457,15010
2046,U Illinois COM-Urbana,Urbana,IL,40.112444000000004,-88.207412,61801
2047,UAMS-AHEC-El Dorado,El Dorado,AR,38.723694,-121.0545,95762
2048,UAMS-AHEC-Jonesboro,Jonesboro,AR,35.828529,-90.694756,72401
2050,Parkview Med Ctr,Pueblo,CO,38.270638,-104.610092,81003
2055,Kaiser Permanente-Los Angeles,Pasadena,CA,34.145914,-118.130844,91106
2056,Trident Medical Center,Charleston,SC,32.789284,-79.938628,29403
2059,Harrison Med Ctr,Bremerton,WA,47.565005,-122.62696,98337
2060,San Jacinto Meth Hosp,Baytown,TX,30.622238,-95.720894,77340
2062,Forest Hills Hosp-NSLIJ Hlth Sys,Forest Hills,NY,40.08587,-80.696894,26003
2065,Colorado Health Foundation,Denver,CO,39.598503,-105.03173,80123
2066,East Tennessee St Univ,Johnson City,TN,36.19495,-82.353431,37692
2070,Icahn SOM St Lukes-Roosevelt,New York,NY,40.220493,-74.47353,08555
2071,Contra Costa Reg Med Ctr,Martinez,CA,37.926613,-122.05474,94597
2075,Univ of MO-KC/Western,Kansas City,MO,39.098485,-94.578631,64106
2077,Spectrum Health/Michigan State Univ,Grand Rapids,MI,42.966386,-85.670181,49503
2079,E A Conway Med Ctr,Monroe,LA,32.511235,-92.102516,71201
2085,Memorial Healthcare System,Pembroke Pines,FL,25.992329,-80.267975,33025
2086,Inspira Med Ctr Woodbury,Woodbury,NJ,39.83818,-75.153155,08096
2087,St Anthony Hospital,Oklahoma City,OK,35.478214,-97.51765,73102
2091,St Lukes Warren Hospital,Phillipsburg,NJ,40.691531,-75.194472,08865
2092,California Hosp Med Ctr,Los Angeles,CA,34.062614,-118.36941,90048
2099,Morehouse Sch of Med,Atlanta,GA,33.577604,-84.396504,30274
2100,Dublin Methodist Hosp,Dublin,OH,40.101723,-83.110371,43017
2102,Mercy Health Muskegon,Muskegon,MI,43.234552,-86.248143,49440
2103,Aria Jefferson Health,Philadelphia,PA,39.952756,-75.166853,19103
2104,Unity Health,Searcy,AR,35.250811,-91.738991,72143
2105,Mountain State OPTI,Lewisburg,WV,37.801717,-80.445396,24901
2106,Garden City Hospital,Garden City,MI,44.0221,-94.230835,56034
2107,Northside Hospital,St Petersburg,FL,27.772077,-82.638486,33701
2108,Ocean Med Ctr,Brick,NJ,40.070772,-74.129666,08724
2109,Manatee Memorial Hosp,Bradenton,FL,27.4962,-82.539635,34208
2110,Corpus Christi Med Ctr,Corpus Christi,TX,27.838746,-97.573694,78410
2112,Norton Community Hosp,Norton,VA,36.931751,-82.635189,24273
2113,Arnot Ogden Med Ctr,Elmira,NY,42.09152,-76.80259,14901
2114,Charles R Drew University,Los Angeles,CA,34.048051,-118.254187,90014
2115,Kaiser Permanente-Santa Rosa,Santa Rosa,CA,38.36953,-122.723305,95407
2116,CHRISTUS Health,Irving,TX,32.82938,-96.944127,75061
2117,Advocate Health Care,Downers Grove,IL,41.792922,-88.010224,60515
2119,Kaiser Permanente-San Jose,San Jose,CA,37.291645,-121.99201,95008
2120,Rowan University SOM,Stratford,NJ,39.830577,-75.018798,08084
2121,Palmetto General Hosp,Hialeah,FL,25.857762,-80.278692,33013
2122,Doctors HospitalÐOhioHealth,Columbus,OH,39.981847,-82.821929,43213
2123,MSUCOM Statewide Campus Sys,East Lansing,MI,42.736026,-84.48379,48823
2124,Hemet Valley Med Ctr,Hemet,CA,33.747565,-116.967344,92543
2125,NYCOMEC,Old Westbury,NY,40.788744,-73.599744,11568
2127,Adena Health System,Chillicothe,OH,39.333186,-82.982103,45601
2128,Campbell University,Lillington,NC,35.398764,-78.816256,27546
2129,LewisGale Med Ctr,Salem,VA,37.293378,-80.054668,24153
2130,Houston Healthcare,Warner Robins,GA,32.649813,-83.695258,31093
2131,Desert Regional Med Ctr,Palm Springs,CA,33.8231,-116.545565,92262
2132,Southeast Alabama Med Ctr,Dothan,AL,31.225183,-85.393578,36303
2133,College Med Ctr,Long Beach,CA,33.769297,-118.193674,90802
2134,Appalachian OPTIC,Pikeville,KY,37.479471,-82.517511,41501
2135,Kaiser Permanente-Santa Clara,Santa Clara,CA,37.341851,-121.9812,95051
2136,HMH-Palisades Med Ctr,North Bergen,NJ,40.801519,-74.006796,07047
2137,Regional Med Ctr Bayonet Point,Hudson,FL,28.327303,-82.68316,34668
2138,St Agnes Med Ctr,Fresno,CA,36.736079,-119.787082,93721
2139,St Mary Med Ctr-Langhorne,Langhorne,PA,40.176151,-74.92027,19047
2140,Eastern Idaho Regional Med Ctr,Idaho Falls,ID,43.493987,-112.041237,83402
2142,Medical City Weatherford,Weatherford,TX,32.898854,-97.311213,76177
2143,South Baldwin Reg Med Ctr,Foley,AL,45.780064,-93.980545,56329
2144,East Central Mississippi Health,Meridian,MS,32.365036,-88.700421,39301
2145,Sovah HealthÐDanville,Danville,VA,36.586339,-79.392555,24541
2146,Oakwood Southshore Hospital,Trenton,MI,42.140857,-83.177975,48183
2147,South Georgia Med Ed & Res Consortium,Moultrie,GA,31.179932,-83.788857,31768
2149,Still OPTI-Peak Vista FMRP,Colorado Springs,CO,38.83242,-104.821879,80903
2150,Chino Valley Med Ctr,Chino,CA,34.013319,-117.689204,91710
2151,Casa Colina Hosp,Pomona,CA,34.057842,-117.750166,91767
2152,Still OPTI-Northeast Reg Med Ctr,Kirksville,MO,40.194729,-92.582119,63501
2154,Creighton Univ Affil Hosps,Phoenix,AZ,33.44823,-112.075098,85003
2155,Northwestern McGraw/NMH/VA,Chicago,IL,42.056225,-87.67717,60201
2156,Midwestern University OPTI,Phoenix,AZ,33.44823,-112.075098,85003
2157,Westchester Medical Center,Valhalla,NY,40.738186,-73.97414,10010
2158,Philadelphia Coll of Osteo Med,Philadelphia,PA,39.952756,-75.166853,19103
2159,Skagit Regional Health,Mount Vernon,WA,33.83572,-83.644066,30655
2160,St. Joseph Hospital of Eureka,Eureka,CA,40.791423,-124.167888,95501
2161,St. Josephs Medical Center,Stockton,CA,37.952864,-121.288399,95202
2162,Oklahoma State U Ctr for Health Sci,Tulsa,OK,36.15286,-95.989398,74103
2163,Mercyhealth GME Consortium,Rockford,IL,39.76669,-89.62362,62703
2164,Clarion Hospital,Clarion,PA,41.192111,-79.396765,16214
2165,Gateway Behavioral Hlth Comm Svc,Savannah,GA,32.080527,-81.092575,31401
2166,Northeast Georgia Med Ctr,Gainesville,GA,34.300253,-83.82432,30501
2167,Trios Health,Kennewick,WA,46.207643,-119.119963,99336
2168,Yakima Valley Farm Workers Clinic,Toppenish,WA,46.37385,-120.311226,98948
2169,TIGMER,San Antonio,TX,29.55678,-98.715386,78023
2170,Metro Health/U Michigan Health,Wyoming,MI,42.913514,-85.70526,49509
2171,OMECO,Tulsa,OK,36.15286,-95.989398,74103
2172,Rocky Mountain OPTI,Parker,CO,35.80525,-94.767715,74960
2173,UPMC Pinnacle Lititz,Lititz,PA,40.138195,-76.303175,17543
2174,Merit Health Wesley,Hattiesburg,MS,31.327048,-89.290376,39401
2175,Nemours Childrens Hosp,Orlando,FL,28.54211,-81.379039,32801
2176,St Lukes Hosp-Anderson,Easton,PA,41.12732,-79.54108,16255
2177,Riverside Medical Ctr,Kankakee,IL,41.120033,-87.861114,60901
2178,Johnston Memorial Hosp,Abingdon,VA,36.70978,-81.977336,24210
2179,Western Reserve Hospital,Cuyahoga Falls,OH,41.137829,-81.484047,44221
2180,Adventist Health Ukiah Valley,Ukiah,CA,39.150028,-123.207655,95482
2181,Wellspan Health,York,PA,39.991423,-76.751272,17404
2182,MountainView Reg Med Ctr,Las Cruces,NM,32.310449,-106.778821,88001
2183,Health Quest,Lagrangeville,NY,41.650261,-73.764389,12540
2184,UnityPoint Broadlawns,Des Moines,IA,41.600627,-93.545742,50317
2186,Eastern CT Health Network,Manchester,CT,41.77639,-72.52144,06040
2187,Zucker SOMÐNorthwell Mather Hosp,Port Jefferson,NY,40.946712,-73.069361,11777
2188,Las Palmas del Sol Healthcare,El Paso,TX,31.738707,-106.3099,79936
2189,University Hosps Osteo Consortium,Westlake,OH,41.456994,-81.917233,44145
2191,Marshall Community Health,Huntington,WV,38.419422,-82.443494,25701
2192,VCOM/LGHM GME Consortium,Blacksburg,VA,37.230661,-80.415355,24060
2193,Howard Univ Hosp,Washington,DC,38.90253,-77.039386,20006
2194,Community Health of South Florida,Miami,FL,25.773357,-80.1919,33131
2195,Citrus Memorial Hospital,Inverness,FL,26.014812,-80.31054,33024
2196,St Petersburg General Hosp,St. Petersburg,FL,27.772078,-82.63849,33701
2197,Montclair Hosp Med Ctr,Montclair,CA,40.815094,-74.2191,07042
2198,Baptist Health,North Little Rock,AR,34.744869,-92.373132,72205
2199,East Liverpool City Hosp,East Liverpool,OH,40.6367,-80.55038,43920
2200,Zucker SOM Northwell Peconic Bay,Riverhead,NY,40.916927,-72.662524,11901
2201,Valley Health System,Las Vegas,NV,36.274326,-115.07249,89115
2203,St Ritas Medical Center,Lima,OH,40.742688,-84.106799,45801
